,title,puNumber,show_start_date,type,film_studio,production_country,director,producer,age_restriction,refundable_support,nonrefundable_support,budget,financing_source,ratings,genres,MyScore
1265,Это твой день,111009813,2013-12-12T12:00:00.000Z,Художественный,"ЗАО ""Ракурс""",Россия,О.Массарыгин,В.Сидоренко,«0+» - для любой зрительской аудитории,,,,,4.6,детский,6.8333735
7144,Мистер Айдол,121023419,2019-08-16T12:00:00.000Z, Художественный,Дейзи Интертейнмент,Южная Корея,Хи-чан Ра,Сунг-чул Ким,«12+» - для детей старше 12 лет,,,,,6.2,"драма,комедия,музыка",6.3592014
5121,"Человек, который изменил всё",121019211,2011-10-11T12:00:00.000Z,Художественный,"Филм Райтс, Майкл Де Лука Продакшнз, Скотт Рудин Продакшнз, Спешиалти Филмз",США,Беннетт Миллер,"Майкл Де Лука, Брэд Питт, Рэчел Хоровиц ",«16+» - для детей старше 16 лет,,,,,7.7,"биография,спорт,драма",4.216079
6196,Родная музыка,112007718,2018-09-03T12:00:00.000Z,Документальный,"ООО ""Студия ""Фишка-фильм""",Россия,С.Воронежский,А.Радов,«12+» - для детей старше 12 лет,,,,,7.5,комедия,5.851005
2183,Почтальон Пэт 3D,124001716,2016-05-05T12:00:00.000Z,Анимационный,"Классик Медиа, Рубикон Групп Холдинг",Великобритания,Майкл Д'Иса-Хоган,"Рэнда Аюби, Дэвид Дж.Корбетт, Роберт Энич",«0+» - для любой зрительской аудитории,,,,,6.4,"мультфильм,семейный",7.3453245
4657,Беги без оглядки,221156110,2010-12-17T12:00:00.000Z,Художественный,"Медиа 8 Интертейнмент, Интернэшнл  Продакшн Компани, Эм Ди Пи Филмпродукцион, Трэ Грит Продакшнз, Вэ И Пэ 1 Мэдиенфондс, Вэ И Пэ 2 Мэдиенфондс",США - Германия,Уэйн Крамер,"Сэмми Ли, Майкл А.Пирс, Бретт Раттнер",«18+» - запрещено для детей,,,,,7.7,"боевик,триллер,драма",7.5419693
1680,Dream Theatre. Live At Luna Park,126000114,2014-01-27T12:00:00.000Z,Прочие,"Игл Рок Интертейнмент, Спектикаст",США,"Майк Леонард, Джон Петруччи, Френк Соломон","Майк Леонард, Майк Манджини, Джон Маянг, Джон Петруччи, Джордан Рудесс",«0+» - для любой зрительской аудитории,,,,,6.7,"концерт,музыка",5.450362
4081,"Характер /По мотивам новеллы ""Дреберхабен и Катадрёффе"" и романа ""Характер"" Ф.Бордевийка/",221059710,2010-04-29T12:00:00.000Z,Художественный,"Фест Фло Фичерс, Алмерика Филм",Голландия,Мик ван Дием,Лоренс Гилс,«16+» - для детей старше 16 лет,,,,,7.4,"драма,криминал,детектив",6.5392246
2030,Любовь по рецепту и без,121013114,2014-06-27T12:00:00.000Z,Художественный,"Акьюпэнт Интертейнмент, Альтус Продакшнз, Айджис Филм Фонд, Илинг Метро Интернэшнл",США - Великобритания,"Джофф Мур, Дэвид Посаментир","Фелипе Мариино, Джо Нюротер",«16+» - для детей старше 16 лет,,,,,6.3,"драма,комедия",5.283236
3809,Холодное сердце_,211005310,2010-02-11T12:00:00.000Z,Художественный,"ООО ""Изарус Фильм""",Россия,Т.Эсадзе,"Р.Хамутбаев, А.Крылов, Д.Золотов",«16+» - для детей старше 16 лет,,,,,7.8,"мультфильм,мюзикл,фэнтези",5.5331893
5327,Лузеры,221086110,2010-08-17T12:00:00.000Z,Художественный,"Ди Си Интертейнмент, Дарк Кастл Интертейнмент, Вид Роад Пикчерз, Уорнер Бразерс",США,Сильвэйн Уайт,"Акива Голдсман, Джоэл Сильвер",«16+» - для детей старше 16 лет,,,,,6.3,"боевик,триллер,комедия",6.49939
4214,Изумительный,121013010,2010-07-14T12:00:00.000Z,Художественный,Индиго Фильм,Франция-Италия,Паоло Соррентино,"Франческа Сима, Никола Джилиано, Андреа Оччипинти",«16+» - для детей старше 16 лет,,,,,6.9,"драма,биография",6.847492
3140,"Маша и Медведь. Серия ""В гостях у сказки""",124004415,2015-12-17T12:00:00.000Z,Анимационный,Анимаккорд Лтд,Республика Кипр,Андрей Беляев,"Олег Кузовков, Дмитрий Ловейко, Марина Ратина",«0+» - для любой зрительской аудитории,,,,,,,5.9016314
3646,МУЛЬТ в кино. Выпуск № 54,114001317,2017-05-04T12:00:00.000Z,Анимационный,"ООО ""Мульт в кино""",Россия,О.Семёнова,П.Смирнов,«0+» - для любой зрительской аудитории,,,,,3.9,"мультфильм,детский",4.7121763
3348,Такса (2016),121023816,2016-08-29T12:00:00.000Z,Художественный,"Аннапурна Интернэшнл, Киллер Филмз",США,Тодд Солондз,"Кристин Ванчон, Дэвид Дистенфелд, Дэвид Инохоса, Джиллиан Лонгнекер, Деррик Тсенг, Меган Эллисон",«18+» - запрещено для детей,,,,,5.6,"драма,комедия",5.303048
64,Аттестат зрелости,111005915,2015-04-23T12:00:00.000Z,Художественный,"Киностудия ""Мосфильм""",СССР,Т.Лукашевич,,«12+» - для детей старше 12 лет,,,,,6.9,драма,6.223921
5233,Однажды в Ирландии,121020711,2011-11-02T12:00:00.000Z,Художественный,"Эгис Филм Фанд, Элемент Пикчерз, Репризал Филмз, Прэсэнс, Ю Кей Фильм Каунсил, Крещендо Продакшнз, Айриш Филм Боард",Ирландия,Джон Майкл МакДонах,"Крис Кларк, Эндрю Лоу",«18+» - запрещено для детей,,,,,7.6,"триллер,комедия,криминал",6.5266476
3700,Американская пастораль,121032016,2016-11-29T12:00:00.000Z,Художественный,Лэйкшор Интертейнмент,США - Гонконг,Юэн МакГрегор,"Андре Лемал, Гури Лучези, Терри МакКей",«18+» - запрещено для детей,,,,,6.2,"драма,криминал",6.0134277
2921,Мультфильмы по выходным. Непослушные истории,214006116,2016-04-29T12:00:00.000Z,Анимационный,"Некоммерческая организация ""Фонд поддержки анимационного кино ""ПИЛОТ"", ООО Кинокомпания ""АНИМОС"", ФГУП ""ТПО ""Киностудия ""Союзмультфильм"", ООО ""Студия ""Пчела""",Россия,"А.Демин, Р.Синкевич, Н.Березовая, О.Ужинов и др.","Т.Семенов, И.Гелашвили, А.Добрунов, Н.Маковский, В.Гассиев",«6+» - для детей старше 6 лет,,,,,5.8,"ужасы,фэнтези,драма",6.7534986
7018,Стреляйте в пианиста,121016119,2019-06-15T12:00:00.000Z, Художественный,"Мэтчбокс Пикчерз, Виаком 18 Моушн Пикчерз",Индия,Шрирам Рагхаван,,«16+» - для детей старше 16 лет,,,,,6.8,"триллер,мелодрама,комедия",5.8545995
447,Белоснежка и охотник,221053712,2012-07-17T12:00:00.000Z,Художественный,"Юниверсал Пикчерз, Рот Филмз",США,Руперт Сандерс,"Сэм Мерсер, Палак Патель, Джо Рот",«16+» - для детей старше 16 лет,,,,,6.0,"фэнтези,боевик,драма",7.4097357
1821,"Прощай, Париж",121023913,2013-09-11T12:00:00.000Z,Художественный,"Вусте Филм, Ирис Продюксьон, Дримаж, Норддойче Раундфанк, Байришер Раундфанк, Арте",Германия - Франция - Люксембург,Франциска Бух,"Ральф Швингель, Штефан Шуберт",«16+» - для детей старше 16 лет,,,,,6.0,драма,6.0945854
3751,Охотник с Уолл-стрит,121009117,2017-05-10T12:00:00.000Z,Художественный,Зеро Грэвити Менеджмент,США-Канада,Марк Уильямс,"Джерард Батлер, Николя Шартье, Крейг Дж.Флорес, Патрик Нивэлл, Алан Сигель, Марк Уильямс",«18+» - запрещено для детей,,,,,6.7,драма,6.603138
232,Комедия давно минувших дней,111015215,2015-08-25T12:00:00.000Z,Художественный,"Киностудия ""Мосфильм""",СССР,Ю.Кушнерев,,«6+» - для детей старше 6 лет,,,,,5.7,комедия,5.3756986
3927,Остин Пауэрс - Голдмембер,221030211,2011-02-21T12:00:00.000Z,Художественный,"Нью Лайн Синема, Грэтитьюд Интернэшнл, Тим Тодд/Мувинг Пикчерз, Уорнер Бразерс",США,Джей Роуч,"Джон Лионс, Майк Майерс, Эрик МакЛиод, Деми Мур, Дженнифер Тодд, Сьюзан Тодд",«16+» - для детей старше 16 лет,,,,,5.9,"комедия,фантастика,боевик",6.2638693
3172,Выживший (2015),121026215,2015-12-30T12:00:00.000Z,Художественный,"Нью Ридженси Пикчерз, Анонимус Контент, Аппиан Вэй, РэтПэк Интертейнмент",США,Алехандро Гонсалес Иньярриту,"Стив Голин, Алехандро Гонсалес Иньярриту, Дэвид Кантер",«18+» - запрещено для детей,,,,,7.8,"приключения,вестерн,боевик",6.7117968
1020,О чем говорят французские мужчины,121027312,2012-10-31T12:00:00.000Z,Художественный,А Дэ Продюксьон,Франция,Эрик Ле Рош,Паскаль Верруст,«16+» - для детей старше 16 лет,,,,,4.7,комедия,7.6071854
4686,Икона сезона,111011610,2010-12-20T12:00:00.000Z,Художественный,"ООО ""АртДизайн""",Россия,"Ф.Ибрагимбеков, С.Швыдкой","ООО ""План2Реал"", ФГУП ""Киноконцерн ""Мосфильм""",«18+» - запрещено для детей,,,,,4.4,"драма,комедия",7.649236
1527,Пленницы,121024213,2013-09-11T12:00:00.000Z,Художественный,"Алкон Интертейнмент, 8:38 Продакшнз, Мэдхаус Интертейнмент",США,Дени Вильнев,"Бродерик Джонсон, Кира Дэвис, Адам Колбеннер",«16+» - для детей старше 16 лет,,,,,7.7,"триллер,драма,криминал",5.5049334
3457,Свадебный угар,121018116,2016-06-07T12:00:00.000Z,Художественный,"ХХ век Фокс, Чернин Интертейнмент, Тэ Эс Гэ Интертейнмент",США,Джейк Зимански,"Джонатан Левин, Дэвид Рэди, Питер Чернин",«18+» - запрещено для детей,,,,,5.7,"мелодрама,комедия",6.297031
6425,Помешанный на времени,121025918,2018-11-22T12:00:00.000Z, Художественный,"КьюСи Интертейнмент, Родес Интертейнмент, Бич Пикчерз",США,Эндрю Боулер,"Рэймонд Мэнсфилд, Мэттью А.Родс, Джастин Бёрш",«16+» - для детей старше 16 лет,,,,,6.1,"фантастика,драма,мелодрама",5.411552
2305,ДУРАК,111008414,2014-08-08T12:00:00.000Z,Художественный,"ООО ""Новые проекты"", ООО ""ТПО ""РОК""",Россия,Ю.Быков,"А.Учитель, К.Саксаганская",«16+» - для детей старше 16 лет,,,,,8.1,драма,6.714221
2127,"Свой почерк (Альманах из 6-ти короткометражных новелл (частей): ""Валить нельзя"", ""Зеркала"", ""Трико"", ""Туннель"", ""Я нечаянно"", ""Second Life"")",111002315,2015-03-05T12:00:00.000Z,Художественный," ООО ""Продюсерская фирма Игоря Толстунова""",Россия,"Н.Сутырин, М.Кулунаков, А.Бильжо, А.Першин, И.Каргинова, О.Михеева",И.Толстунов и др.,«18+» - запрещено для детей,,,,,,,7.793569
1619,Влюбленный скорпион /По роману Карлоса Бардема/,121021713,2013-08-07T12:00:00.000Z,Художественный,Морена Фильм,Испания,Саньтяго Занно,"Альваро Лонгария, Николас Тапия",«16+» - для детей старше 16 лет,,,,,6.3,"триллер,драма,мелодрама",7.069336
1954,Если твоя девушка - зомби,121016914,2014-07-30T12:00:00.000Z,Художественный,"Эбболайт Продакшнз, Американ  Зоутроп, Старстрим Интертейнмент",США,Джэфф Баэна,"Элизабет Дестро, Майкл Закин",«18+» - запрещено для детей,,,,,5.1,"мелодрама,комедия,ужасы",6.8883896
2823,МУЛЬТ в кино. Выпуск № 19,114003415,2015-11-24T12:00:00.000Z,Анимационный,"ООО ""Студия анимационного кино ""Мельница"", ООО ""Паровоз"", ООО ""Анимационная студия ""МУ"", ООО ""Продюсерский центр ""Рики"", ООО Студия ""АНИМАКОРД"", ЗАО ""Аэроплан""",Россия-Кипр,"Е.Салабай, А.Миронов, Е.Головин, А.Борисова и др.","А.Златопольский, С.Сельянов, А.Боярский, М.Мэннис, Т.Цыварева, В.Воля, Е.Головин, А.Сметанкин, О.Кузовков, Д.Ловейко, Г.Васильев, И.Попов",«0+» - для любой зрительской аудитории,,,,,,,5.864935
1666,Любовь по рецепту,221034113,2013-09-23T12:00:00.000Z,Художественный,"Еуроимаж, Суботика Интертейнмент, Институто де ла Синематографиа и де ла Арт Аудивизуалес, Патронат де Туризм Гирона - Коста Брава, Зентропа",Испания,Рохер Гуаль,"Дэвид Матаморос, Ифа О.Салливан",«16+» - для детей старше 16 лет,,,,,6.3,"драма,комедия",6.810108
3056,Любовь без обязательств,121023015,2015-11-12T12:00:00.000Z,Художественный,"Ай Эм Глобал, Глориа Санчез Продакшнз, Сидни Киммел Интертейнмент",США,Лесли Хэдланд,"Сидни Киммел, Адам МакКей, Уилл Феррелл, Джессика Элбаум",«18+» - запрещено для детей,,,,,5.9,"драма,мелодрама,комедия",4.693672
4107,13.,221123710,2010-10-25T12:00:00.000Z,Художественный,"Барбариан Филмз, Магнет Медиа Групп, Морабито Пикчер Компани, Намбер 13, Океана Медиа Файненс, Овернайт Филмз, Ред Драгон Продакшн, Такс Кредит Файненс",США,Гела Баблуани,,«16+» - для детей старше 16 лет,,,,,6.8,"триллер,драма,криминал",7.1860657
1976,Яблоко раздора,111022614,2014-12-01T12:00:00.000Z,Художественный,"Киностудия ""Мосфильм""",СССР,"В.Плучек, Е.Народицкая-Сташевская",,«12+» - для детей старше 12 лет,,,,,5.7,комедия,6.1507015
7227,Текст,111015619,2019-09-14T12:00:00.000Z, Художественный,"ООО ""Аврора продакшнс"" по заказу ООО ""Старт Студио""",Россия,К.Шипенко,"А.Троцюк, Э.Илоян, В.Шляппо, Д.Жалинский",«18+» - запрещено для детей,,,,,6.9,"драма,триллер",5.5433207
2331,"По прозвищу ""Зверь""",111019614,2014-12-01T12:00:00.000Z,Художественный,"ГТПО ""Мосфильм"", ""КСТ""",СССР ,А.Муратов,,«16+» - для детей старше 16 лет,,,,,6.6,"боевик,криминал",6.0559826
4929,Любимчики /По произседению Лолы Беккарии/,124001511,2011-09-09T12:00:00.000Z,Анимационный,Эстудиос Финистерр,Испания,Алекс Колл,"Панчо Касал, Алекс Коллс, Чело Лурейро",«0+» - для любой зрительской аудитории,,,,,4.3,"мультфильм,детский",6.7695
3062,Птичка,111005616,2016-03-24T12:00:00.000Z,Художественный,"ООО ""Трикита Энтертэйнмент""",Россия,В.Бек,"ООО ""Трикита Энтертэйнмент"", ИП Бек В.С.",«16+» - для детей старше 16 лет,,,,,8.1,"драма,мелодрама,история",7.100978
4761,Рапунцель: Запутанная история,224028210,2010-12-31T12:00:00.000Z,Анимационный,"Уолт Дисней Анимейшн Студиос, Уолт Дисней Пикчерз",США,"Натан Грино, Байрон Ховард",Рой Конли,«12+» - для детей старше 12 лет,,,,,7.9,"мультфильм,мюзикл,фэнтези",6.3397255
4587,"Самый быстрый ""Индиан""",221157610,2010-12-17T12:00:00.000Z,Художественный,"Нью Зиланд Филм Комиссион, Вэ Фэ И Продакшнз, 3 Догс энд Пони, Фонд Кинопроизводства Новой Зеландии, Оу Эл Си, Райтс Интертейнмент, Тэнлей, Лайонс Гейт",Новая Зеландия,Роджер Дональдсон,"Роджер Дональдсон, Гарри Ханам",«12+» - для детей старше 12 лет,,,,,8.0,"драма,биография,спорт",5.169676
4765,Любовь и другие лекарства,121000111,2011-01-12T12:00:00.000Z,Художественный,ХХ Век Фокс,США,Эдвард Цвик,"Питер Жан Брюгге,  Маршалл Херсковиц, Чарльз Рэндолф",«16+» - для детей старше 16 лет,,,,,6.8,"драма,мелодрама,комедия",5.797989
4452,Мечта по-итальянски,121007710,2010-04-21T12:00:00.000Z,Художественный,"Таоду Фильм, Бабе Фильм",Италия-Франция,Микеле Плачидо,"Клаудия Антонуччи, Камилла Несбитт, Пьетро Вальсекки",«16+» - для детей старше 16 лет,,,,,6.4,драма,7.2672563
5859,За бортом,121008618,2018-05-17T12:00:00.000Z, Художественный,"Пантелион Филмз, 3Пэс Студиоз, Метро-Голдвин-Майер (ЭмДжиЭн)",США,"Боб Фишер, Роб Гринберг","Эухенио Дербес, Бен Одель, Брендан Фергюсон",«16+» - для детей старше 16 лет,,,,,8.0,"мелодрама,комедия",5.0746803
3694,Костя.,111010816,2016-07-01T12:00:00.000Z,Художественный,Каргаполов Роман Николаевич,Россия,Р.Каргаполов,Р.Каргаполов,«6+» - для детей старше 6 лет,,,,,6.7,"ужасы,драма,вестерн",6.9228773
1601,Elton John. The Million Dollar Piano,126001514,2014-04-25T12:00:00.000Z,Прочие,"Синема Лайв, Рокет Мьюзик Интертейнмент",Австралия,"Крис Джеро, Тони Кинг",Крис Джеро,«16+» - для детей старше 16 лет,,,,,,,5.5003366
665,Пираты: Банда неудачников,124000612,2012-04-19T12:00:00.000Z,Анимационный,"Аардман Анимейшн, Сони Пикчерз Анимейшн",США,"Питер Лорд, Джефф Ньюитт","Джули Локхарт, Питер Лорд, Дэвид Спрокстон",«0+» - для любой зрительской аудитории,,,,,6.6,"мультфильм,комедия,приключения",6.6980104
6052,ЗВЕЗДА И СМЕРТЬ ГРАФА ВРОНСКОГО. СЕРБСКИЙ ГАМБИТ,112003418,2018-07-25T12:00:00.000Z,Документальный,"ООО ""Фонд национального кино ""Патриот""",Россия,М.Елкин,,«12+» - для детей старше 12 лет,,,,,,,7.220122
1665,Любовь по рецепту,121022113,2013-08-07T12:00:00.000Z,Художественный,"Еуроимаж, Суботика Интертейнмент, Институто де ла Синематографиа и де ла Арт Аудивизуалес, Патронат де Туризм Гирона - Коста Брава, Зентропа",Испания,Рохер Гуаль,"Дэвид Матаморос, Ифа О.Салливан",«16+» - для детей старше 16 лет,,,,,6.3,"драма,комедия",6.8333735
304,Три Икса,221003315,2015-02-11T12:00:00.000Z,Художественный,"Коламбиа Пикчерз, Революшн Студиос",США,Роб Коэн,Нил Х.Морритц,«16+» - для детей старше 16 лет,,,,,7.1,"боевик,триллер,приключения",6.015711
310,"Хроники Нарнии: Лев, колдунья и волшебный шкаф /По произведению Клайва Стейплза Льюиса/",221037015,2015-09-09T12:00:00.000Z,Художественный,"Уолден Медиа, Ламп Пост, Уолт Дисней Пикчерз, Буена Виста Интернэшнл",США,Эндрю Адамсон,Марк Джонсон,«12+» - для детей старше 12 лет,,,,,7.3,"фэнтези,приключения,семейный",6.6554136
2713,Хорошее убийство,121018315,2015-09-07T12:00:00.000Z,Художественный,"Вольтаж Пикчерз, Дан Филмз, Собини Филмз",США,Эндрю Никкол,"Николя Картье, Зев Формен, Марк Эмин",«18+» - запрещено для детей,,,,,8.1,"триллер,детектив,драма",7.5637393
3085,Мученицы (2015),121000416,2016-01-15T12:00:00.000Z,Художественный,"Блюмхаус Продакшнз, Сафран Компани, Темпл Хил Интертейнмент",США,"Кевин Гетц, Майкл Гетц","Вик Годфри, Питер Сафран",«18+» - запрещено для детей,,,,,4.1,ужасы,6.16388
2954,Кунг-фу Панда 3,124000116,2016-01-20T12:00:00.000Z,Анимационный,"Чайна Филм Ко.,Дримуоркс Анимэйшн, Ориэнтал Дримуоркс",США-КНР,"Алессандро Карлони, Дженнифер Ю",Мелисса Кобб,«6+» - для детей старше 6 лет,,,,,7.3,"мультфильм,фэнтези,боевик",5.514167
1512,Волк с Уолл-стрит,121000614,2014-01-23T12:00:00.000Z,Художественный,"Аппиан Вэй, ИМДЖАГ Продакшнс, Ред Грэнайт Пикчерз, Сикелиа Продакшнс",США,Мартин Скорсезе,"Риза Азиз, Леонардо ДиКаприо, Джой МакФарлэнд, Мартин Скорсезе, Эмма Тиллинджер Коскофф",«18+» - запрещено для детей,,,,,7.9,"драма,криминал,биография",4.6455917
5605,Совсем пропавший,111009517,2017-11-22T12:00:00.000Z, Художественный,"Киностудия ""Мосфильм""",СССР,Г.Данелия,,«0+» - для любой зрительской аудитории,,,,,7.7,"боевик,триллер,драма",6.770722
679,Сумерки. Сага: Рассвет - Часть 2 /По произведению Стефани Майер/,121026312,2012-10-23T12:00:00.000Z,Художественный,"Лайнсгейт, Саммит Интертейнмент",США,Билл Кондон,"Вик Годфри, Стефани Майер, Карен Розенфельт",«12+» - для детей старше 12 лет,,,,,6.6,"фэнтези,драма,мелодрама",7.978725
4193,Гарри Поттер и философский камень /По роману Дж.К.Ролинг/,221135410,2010-11-30T12:00:00.000Z,Художественный,"Уорнер Бразерс, Хэйдэй Филмз/1492 Пикчерз/Данкан Хендерсон",США,Крис Коламбус,Дейвид Хейман,«12+» - для детей старше 12 лет,,,,,8.2,"фэнтези,приключения,семейный",7.231374
3988,"П.И.Чайковский. Черевички /По повести Н.В.Гоголя ""Ночь перед Рождеством""/. Постановка Королевского оперного театра Ковент-Гарден",126001110,2010-10-01T12:00:00.000Z,Прочие,Опус Арте,Великобритания,Франческа Замбелло,Ковент-Гарден,«0+» - для любой зрительской аудитории,,,,,,,6.6634293
4846,Бурлеск,221002511,2011-02-04T12:00:00.000Z,Художественный,Ди Лайн Пикчерз,США,Стив Энтин,Дональд Ди Лайн,«16+» - для детей старше 16 лет,,,,,7.5,"мюзикл,драма,мелодрама",7.5187044
245,Лемони Сникет: 33 несчастья,221006812,2012-01-24T12:00:00.000Z,Художественный,"Никлодеон Муви, Парамаунт Пикчерз, Дримуоркс Пикчерз, Скотт Рудин Продакшн",США,Брэд Силберлинг,"Джим Ван Вайк, Барри Зонненфельд, Скотт Рудин",«12+» - для детей старше 12 лет,,,,,7.3,"фэнтези,комедия,приключения",6.6647396
817,Афганский алфавит,122001212,2012-07-27T12:00:00.000Z,Документальный,Уайлд Банч,Иран,Мохсен Махмальбаф,,«12+» - для детей старше 12 лет,,,,,,,6.35491
1072,Мой парень - псих! История оптимиста,121028512,2012-11-19T12:00:00.000Z,Художественный,"Вайнштейн Компани, Мираж Интерпрайзис",США,Дэвид О.Расселл,"Донна Джильотти, Брюс Коэн, Брэдли Купер",«16+» - для детей старше 16 лет,,,,,7.2,"драма,мелодрама,комедия",7.139536
5726,"Человек, который спас мир",126000118,2018-02-20T12:00:00.000Z,Прочие,Статемент Филм,Дания - Латвия - Россия - США,Питер Энтони,"Рафаэль Авигдор, Кристиан Д.Бруун, Якоб Стаберг",«16+» - для детей старше 16 лет,,,,,7.0,"документальный,драма,биография",6.7034483
1028,Явление.,121020712,2012-08-17T12:00:00.000Z,Художественный,"Уорнер Бразерс, Дарк Касл Интертейнмент ",США,Тодд Линкольн,"Сью Баден-Пауэлл, Стив Ричардс",«16+» - для детей старше 16 лет,,,,,6.3,"фантастика,триллер,драма",4.704813
4935,Паранормальное явление 3,121018511,2011-09-30T12:00:00.000Z,Художественный,"Парамаунт Пикчерз, Блумхаус Продакшнз",США,"Генри Джуст, Ариэль Шульман","Джейсон Блум, Орен Пели, Стивен Шнайдер",«16+» - для детей старше 16 лет,,,,,5.9,"ужасы,триллер",5.6584034
3625,"Я, Дэниел Блэйк",121028116,2016-10-17T12:00:00.000Z,Художественный,"Ле Фильм дю Флёв, Сикстин Фильм, Уай Нот Продакшнз, Уайлд Банч",Великобритания - Франция - Бельгия,Кен Лоуч,Ребекка О.Брайен,«16+» - для детей старше 16 лет,,,,,7.1,драма,6.3898926
4232,Легендарные герои минувшей войны,212024910,2010-06-21T12:00:00.000Z,Художественный,"ООО ""Кинокомпания ""Ракорд""",Россия,М.Сулейманов,"З.Мирзаев, М.Курбангаджиев",«0+» - для любой зрительской аудитории,,,,,7.4,"аниме,мультфильм,фэнтези",7.3988547
263,Раз на раз не приходится,111024514,2014-12-24T12:00:00.000Z,Художественный,"Киностудия ""Мосфильм""",СССР,А.Габриелян,,«12+» - для детей старше 12 лет,,,,,7.4,"комедия,криминал",6.14694
940,Пьета,121028712,2012-11-19T12:00:00.000Z,Художественный,"Ким Ки-Дук Фильм, ФайнКат",Южная Корея,Ким Ки-Дук,"Ким Ву Тэк, Ким Ки-Дук, Кин Сун Мо",«18+» - запрещено для детей,,,,,7.3,драма,7.2455106
6688,Любовь к отеческим гробам... ЭХО ПОРТ-АРТУРА,112002319,2019-02-13T12:00:00.000Z,Документальный,"ООО ""ПродюсерЦентр""",Россия,И.Бахтина,"ООО ""ПродюсерЦентр""",«16+» - для детей старше 16 лет,,,,,,,5.4982004
3742,Гадкий я 3,124001617,2017-06-15T12:00:00.000Z,Анимационный,"Иллюминейшен Интертейнмент, Юниверсал Пикчерз",США,"Кайл Балда, Эрик Гуильон, Пьер Коффан","Кристофер Меледандри, Джанет Хили, Бретт Хоффман",«6+» - для детей старше 6 лет,,,,,6.3,"мультфильм,фантастика,фэнтези",6.4351892
2065,Совершенно серьезно. Комедийный альманах № 1,111027014,2014-12-24T12:00:00.000Z,Художественный,"Киностудия ""Мосфильм""",СССР,"Э.Змойро, Л.Гайдай, Э.Рязанов, В.Семаков, Н.Трахтенберг, Э.Абалов",,«6+» - для детей старше 6 лет,,,,,7.8,"комедия,криминал,приключения",6.50674
1793,Люди Икс: Дни минувшего будущего,121008914,2014-05-05T12:00:00.000Z,Художественный,"ХХ век Фокс, Марвел Итертейнмент, Дане Интертейнмент, Бад Хат Гарри Продакшнз, Доннерс Компани, Марв Филмз, Инжениус Медиа, Биг Скрин Продакшнз",США - Великобритания,Брайан Сингер,"Саймон Кинберг, Хатч Паркер, Лорен Шулер Доннер",«12+» - для детей старше 12 лет,,,,,7.7,"фантастика,боевик,триллер",6.5932775
7089,Белоснежка. Сказка для взрослых,121019619,2019-07-25T12:00:00.000Z, Художественный,"Мандарин Продюксьон, Гомон, Сине, Франс 3 Синема, Скоуп Пикчерз, Синефранс, Ле Фильм дю Камелиа, Канал +, Сине +, Франс Телевизьон, Ля Банк Посталь Имаж 12, Софика Манон 9",Франция - Бельгия,Анн Фонтен,"Эрик Альтмайер, Николас Альтмайер, Филипп Каркассон",«18+» - запрещено для детей,,,,,4.8,"драма,комедия",6.2812834
4830,Звёздные войны: Войны клонов,224001111,2011-01-25T12:00:00.000Z,Анимационный,"Уорнер Бразерс, Лукас Филм",США,Дейв Филони,"Джордж Лукас, Кэтрин Уиндер",«12+» - для детей старше 12 лет,,,,,,,6.660363
4897,Морпехи /По книге Энтони Своффорда/,221004711,2011-01-11T12:00:00.000Z,Художественный,"Юниверсал Пикчерз, Рэд Вэгон Продакшнз, Нил Стрит Продакшнз, Эм Пэ Каппа Продакшнз",США,Сэм Мендес,"Даглас Уик, Люси Фишер",«16+» - для детей старше 16 лет,,,,,7.0,"боевик,драма,военный",6.1924663
5294,"Джузеппе Верди. Риголетто /По мотивам пьесы Виктора Гюго ""Король забавляется""/. Постановка Королевского оперного театра Пармы и фестиваля Верди 2008 г.",126000911,2011-03-25T12:00:00.000Z,Прочие,Р А И Синема,Италия,Андреа Андерман,Королевский оперный театр Пармы,«16+» - для детей старше 16 лет,,,,,,,5.296875
7291,Курьезы,111017619,2019-10-18T12:00:00.000Z, Художественный," АНО ""Кинофорум""",Россия,А.Мышкин,С.Новожилов,«16+» - для детей старше 16 лет,,,,,5.0,,5.6119356
3417,Три икса: Мировое господство,121034816,2016-12-27T12:00:00.000Z,Художественный,"Мэпл Кэйдж Продакшнз, Уан Райс Филмз, Революшн Студиос, Рокс Продакшнз",США,Ди Джей Карузо,"Саманта Винсент,  Вин Дизель, Джеффри Кирченбаум, Джо Рот",«16+» - для детей старше 16 лет,,,,,5.3,"боевик,триллер,приключения",7.5359077
2911,Контрибуция (короткая версия),111005116,2016-03-11T12:00:00.000Z,Художественный,"ООО ""Продюсерский центр ""Ленфильм""",Россия,С.Снежкин,Э.Пичугин,«12+» - для детей старше 12 лет,,,,,6.4,"история,детектив",5.997993
1513,Мебиус.,121027013,2013-10-21T12:00:00.000Z,Художественный,Финекут Компани,Южная Корея,Ким Ки Дук,Ким Ки Дук,«18+» - запрещено для детей,,,,,6.3,"триллер,драма",6.5004597
5810,Славные пташки,124001518,2018-04-12T12:00:00.000Z,Анимационный,"Ганхил, Сайборн, Ивес Агеманс","Исландия, Бельгия",Аудни Аусгейрссон,"Хильмар Сигурдссон, Ивес Агеманс",«6+» - для детей старше 6 лет,,,,,5.8,мультфильм,6.6753654
